Title,Production_Cost,Domestic_Growth,Worldwide_Growth
Strangers with Candy,2000000,2072645,2072645
Night on Earth,2000000,2015000,2015000
Nemesis,2000000,2001124,2001124
Shortbus,2000000,1985292,1985292
Son of Rambow: A Home Movie,2000000,1785505,1785505
"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865
Hamlet,2000000,1577287,1577287
The Diary of a Teenage Girl,2000000,1477002,1477002
No End In Sight,2000000,1433319,1433319
Locke,2000000,1370646,1370646
Get Real,2000000,1152411,1152411
In the Shadow of the Moon,2000000,1134358,1134358
Meek's Cutoff,2000000,977772,977772
The Babadook,2000000,950792,950792
Inside Deep Throat,2000000,691880,691880
Dinner Rush,2000000,638227,638227
The Virginity Hit,2000000,636706,636706
Clockwatchers,2000000,537948,537948
Subway,2000000,390659,390659
House of D,2000000,388532,388532
Teeth,2000000,347578,347578
Stonewall,2000000,304602,304602
Sherrybaby,2000000,199176,199176
The Last Five Years,2000000,147299,147299
Six-String Samurai,2000000,134624,134624
Hum to Mohabbt Karega,2000000,121807,121807
It's All Gone Pete Tong,2000000,120620,120620
Saint John of Las Vegas,2000000,102645,102645
24 7: Twenty Four Seven,2000000,72544,72544
Pump,2000000,72277,72277
Roadside Romeo,2000000,55202,55202
Eureka,2000000,49388,49388
Lost River,2000000,45431,45431
This Thing of Ours,2000000,37227,37227
Knock Knock,2000000,36336,36336
Growing up Smith,2000000,35312,35312
Super Capers,2000000,30955,30955
The First Time ,2000000,22836,22836
Return of the Living Dead 3,2000000,21000,21000
The Missing Person,2000000,17896,17896
London,2000000,12667,12667
Circle,2000000,10024,10024
Eden Lake,2000000,7321,7321
Jerusalema,2000000,7294,7294
Say Uncle,2000000,5361,5361
Plush,2000000,3080,3080
The Ghastly Love of Johnny X,2000000,2436,2436
Lesbian Vampire Killers,2000000,0,0
Grave Encounters,2000000,0,0
Bone Tomahawk,2000000,0,0
Freeze Frame,2000000,0,0
Stitches,2000000,0,0
"To Be Frank, Sinatra at 100",2000000,0,0
Bananas,2000000,0,0
Nine Dead,2000000,0,0
No Man's Land: The Rise of Reeker,2000000,0,0
Rockaway,2000000,0,0
Wings,2000000,0,0
The Lady from Shanghai,2000000,0,0
Straight A's,2000000,0,0
The Legend of Hellâs Gate: An American Conspira…,2000000,0,0
Highway,2000000,0,0
Small Apartments,2000000,0,0
Coffee Town,2000000,0,0
Lucky Dog,2000000,0,0
Pendulum,2000000,0,0
A Funny Thing Happened on the Way to the Forum,2000000,0,0
Slacker Uprising,2000000,0,0
The Walking Deceased,2000000,0,0
True Bromance,2000000,0,0
The Curse of Downers Grove,2000000,0,0
Wind Walkers,2000000,0,0
The Dog Lover,2000000,0,0
Shark Lake,2000000,0,0
Buried,1987650,1044143,1044143
The Marine 4,1950000,0,0
River's Edge,1900000,4600000,4600000
Man on Wire,1900000,2962242,2962242
Nowhere Boy,1900000,1445366,1445366
Northfork,1900000,1420578,1420578
Brotherly Love,1900000,478595,478595
Submarine,1900000,467602,467602
The Square,1900000,406216,406216
ABCD (Any Body Can Dance),1900000,222098,222098
Chacun sa nuit,1900000,18435,18435
Stranded,1900000,0,0
Vaalu,1900000,0,0
The Last Exorcism,1800000,41034350,41034350
Carrie,1800000,25878153,25878153
A Nightmare on Elm Street,1800000,25504513,25504513
Beasts of the Southern Wild,1800000,12795746,12795746
Dr. Strangelove,1800000,9164370,9164370
Battle for the Planet of the Apes,1800000,8800000,8800000
A Streetcar Named Desire,1800000,8000000,8000000
Hang 'em High,1800000,6800000,6800000
El crimen de padre Amaro,1800000,5719000,5719000
Songcatcher,1800000,3050934,3050934
Higher Ground,1800000,841056,841056
POM Wonderful Presents: The Greatest Movie Ever…,1800000,638476,638476
Travellers and Magicians,1800000,506793,506793
Ed and his Dead Mother,1800000,673,673
Deadline,1800000,0,0
Sublime,1800000,0,0
Dysfunctional Friends,1800000,0,0
Independence Daysaster,1800000,0,0
Against the Wild,1800000,0,0
Beginnerâs Guide to Sex,1800000,0,0
Lola rennt,1750000,7267324,7267324
May,1750000,145540,145540
I Spit on Your Grave,1750000,93051,93051
Living Dark: The Story of Ted the Caver,1750000,0,0
In the Bedroom,1700000,35930604,35930604
La misma luna,1700000,12590147,12590147
Conquest of the Planet of the Apes,1700000,9700000,9700000
The Lunchbox,1700000,4231500,4231500
Grace Unplugged,1700000,2507159,2507159
"Happy, Texas",1700000,2039192,2039192
Saul fia,1700000,1777043,1777043
My Summer of Love,1700000,1000915,1000915
Yes,1700000,396035,396035
Braid,1660000,0,0
From Here to Eternity,1650000,30500000,30500000
You Can't Take It With You,1644000,4000000,4000000
Foolish,1600000,6026908,6026908
She Wore a Yellow Ribbon,1600000,5400000,5400000
The Conversation,1600000,4420000,4420000
N-Secure,1600000,2595644,2595644
Sukkar banat,1600000,1060591,1060591
Out of the Dark,1600000,419428,419428
Bubble,1600000,145382,145382
Dil Jo Bhi Kahey...,1600000,129319,129319
Mississippi Mermaid,1600000,27795,27795
Two Night Stand,1600000,15600,15600
I Love Your Work,1600000,3264,3264
The Kingâs Thief,1577000,0,0
Insidious,1500000,54009150,54009150
Moonlight,1500000,27854931,27854931
Cabin Fever,1500000,21158188,21158188
Waitress,1500000,19097550,19097550
Kickboxer,1500000,14533681,14533681
Bloodsport,1500000,11806119,11806119
Mr. Smith Goes To Washington,1500000,9000000,9000000
Unsane,1500000,7690044,7690044
Kids,1500000,7412216,7412216
The Squid and the Whale,1500000,7372734,7372734
Kissing Jessica Stein,1500000,7025722,7025722
Spellbound,1500000,7000000,7000000
Dawn of the Dead,1500000,5100000,5100000
Exotica,1500000,5046118,5046118
The To Do List,1500000,3491669,3491669
The Gatekeepers,1500000,2408553,2408553
Buffalo '66,1500000,2380606,2380606
Repo Man,1500000,2300000,2300000
Iâm Not Ashamed,1500000,2082980,2082980
Blood Simple,1500000,1690913,1690913
Nueve Reinas,1500000,1222889,1222889
The Lords of Salem,1500000,1165881,1165881
31,1500000,779820,779820
The Ballad of Jack and Rose,1500000,712294,712294
Unsullied,1500000,510957,510957
Killing Zoe,1500000,418953,418953
The Believer,1500000,406035,406035
Snow Angels,1500000,402858,402858
Session 9,1500000,378176,378176
MOOZ-lum,1500000,362239,362239
I Want Someone To Eat Cheese With,1500000,194568,194568
Amigo,1500000,184705,184705
Hatchet,1500000,175281,175281
My Name is Bruce,1500000,173066,173066
The Disappearance of Alice Creed,1500000,166980,166980
Modern Times,1500000,163245,163245
The Salon,1500000,139084,139084
The Square,1500000,124244,124244
Stolen Summer,1500000,119841,119841
Road Hard,1500000,113169,113169
Forty Shades of Blue,1500000,75828,75828
Trucker,1500000,52429,52429
Pontypool,1500000,3865,3865
"Me, You and Five Bucks",1500000,2105,2105
Housebound,1500000,0,0
Teefa in Trouble,1500000,0,0
Wal-Mart: The High Cost of Low Price,1500000,0,0
Closer to the Moon,1500000,0,0
Fetching Cody,1500000,0,0
The Lion of Judah,1500000,0,0
Once Upon a Time in Queens,1500000,0,0
Girlhouse,1500000,0,0
Mutant World,1500000,0,0
#Horror,1500000,0,0
Checkmate,1500000,0,0
Snow White and the Seven Dwarfs,1488000,184925486,184925486
Shalako,1455000,2620000,2620000
El abrazo de la serpiente,1400000,1329249,1329249
Werk ohne Autor,1400000,1303747,1303747
Mustang,1400000,845464,845464
The Holy Girl,1400000,304124,304124
La chambre bleue,1400000,260441,260441
Incident at Loch Ness,1400000,36830,36830
Eddie: The Sleepwalking Cannibal,1400000,1632,1632
My Girlfriend's Boyfriend,1400000,0,0
Kurmanjan datka,1400000,0,0
House at the End of the Drive,1400000,0,0
Batman - The Movie,1377800,0,0
"Lock, Stock and Two Smoking Barrels",1350000,3897569,3897569
The Ballad of Gregorio Cortez,1305000,909000,909000
San Francisco,1300000,2868000,2868000
Festen,1300000,1647780,1647780
Trees Lounge,1300000,749741,749741
The Girlfriend Experience,1300000,695840,695840
Journey from the Fall,1300000,635305,635305
The Basket,1300000,609042,609042
Above and Beyond,1300000,288751,288751
Def-Con 4,1300000,210904,210904
Neal n' Nikki,1300000,100358,100358
The Hebrew Hammer,1300000,77755,77755
Los insolitos peces gato,1300000,11278,11278
Simon,1300000,4055,4055
The Possession of Michael King,1300000,0,0
Forget Me Not,1300000,0,0
The 41-Year-Old Virgin Who Knocked Up Sarah Mar…,1300000,0,0
The Algerian,1300000,0,0
Rebecca,1288000,6000000,6000000
Friday the 13th Part 2,1250000,21722776,21722776
The Lost Weekend,1250000,11000000,11000000
C.H.U.D.,1250000,4700000,4700000
Dear White People,1250000,4404154,4404154
Filly Brown,1250000,2850357,2850357
Niagara,1250000,2500000,2500000
Bodom,1250000,0,0
How Green Was My Valley,1250000,0,0
Da Sweet Blood of Jesus,1250000,0,0
Saw,1200000,55968727,55968727
"Sex, Lies, and Videotape",1200000,24741667,24741667
Super Troopers,1200000,18492362,18492362
Monsoon Wedding,1200000,13876974,13876974
You Can Count on Me,1200000,9180275,9180275
Strangers on a Train,1200000,7000000,7000000
The Trouble with Harry,1200000,7000000,7000000
"Il buono, il brutto, il cattivo",1200000,6100000,6100000
The Day the Earth Stood Still,1200000,3700000,3700000
Home Run,1200000,2859955,2859955
Reservoir Dogs,1200000,2832029,2832029
But I'm a Cheerleader,1200000,2205627,2205627
The Wrong Man,1200000,2000000,2000000
The Rocky Horror Picture Show,1200000,1414845,1414845
The Blue Bird,1200000,887000,887000
Blue Like Jazz,1200000,595018,595018
Que Horas Ela Volta?,1200000,376976,376976
Q,1200000,255000,255000
Down & Out with the Dolls,1200000,58936,58936
"Pink Ribbons, Inc.",1200000,26608,26608
Blood Feast,1200000,8708,8708
Certifiably Jonathan,1200000,7826,7826
La navaja de Don Juan,1200000,4254,4254
Extreme Movie,1200000,0,0
The Charge of the Light Brigade,1200000,0,0
Grand Theft Parsons,1200000,0,0
Below Zero,1200000,0,0
Crowsnest,1200000,0,0
Airborne,1200000,0,0
Cotton Comes to Harlem,1200000,0,0
Bleeding Hearts,1200000,0,0
The Wicked Within,1200000,0,0
The Islands,1200000,0,0
Godâs Not Dead,1150000,60755732,60755732
Waiting...,1125000,16124543,16124543
Dead Man's Shoes,1125000,6408,6408
The Fog,1100000,21445318,21445318
Wolf Creek,1100000,16186348,16186348
Ong-Bak,1100000,4563167,4563167
Serbuan maut,1100000,4105123,4105123
Down by Law,1100000,1436000,1436000
The Offspring,1100000,1355728,1355728
Sex with Strangers,1100000,247740,247740
Estiu 1993,1100000,185903,185903
Beyond the Black Rainbow,1100000,56491,56491
Dracula: Pages from a Virgin's Diary,1100000,39659,39659
The Sleepwalker,1100000,2636,2636
Departure,1100000,0,0
Faith Like Potatoes,1100000,0,0
Lake Mungo,1100000,0,0
Silent Running,1100000,0,0
The Dead Undead,1100000,0,0
The Vatican Exorcisms,1100000,0,0
Rocket Singh: Salesman of the Year,1070000,164649,164649
Casablanca,1039000,10462500,10462500
Rocky,1000000,117235147,117235147
The Devil Inside,1000000,53262945,53262945
Tom Jones,1000000,37600000,37600000
Unfriended,1000000,32789645,32789645
Taxi Driver,1000000,28262574,28262574
An Inconvenient Truth,1000000,24146161,24146161
You're Next,1000000,18494006,18494006
Chernobyl Diaries,1000000,18119640,18119640
The Howling,1000000,17985000,17985000
Dr. No,1000000,16067035,16067035
Hellraiser,1000000,14564000,14564000
"Hello, My Name is Doris",1000000,14444999,14444999
Cry Wolf,1000000,10047674,10047674
Godzilla 2000,1000000,10037390,10037390
Blue Valentine,1000000,9737892,9737892
Transamerica,1000000,9015303,9015303
Beyond the Valley of the Dolls,1000000,9000000,9000000
Love Me Tender,1000000,9000000,9000000
Unfriended: Dark Web,1000000,8866745,8866745
Sands of Iwo Jima,1000000,7800000,7800000
The Green Inferno,1000000,7192291,7192291
I Am Not Your Negro,1000000,7123919,7123919
The Sessions,1000000,6002451,6002451
Shine a Light,1000000,5505267,5505267
October Baby,1000000,5355847,5355847
The Skeleton Twins,1000000,5284309,5284309
20 Feet From Stardom,1000000,4946250,4946250
"Food, Inc.",1000000,4417674,4417674
An Inconvenient Sequel,1000000,3496795,3496795
Next Stop Wonderland,1000000,3395581,3395581
Obvious Child,1000000,3122616,3122616
Martha Marcy May Marlene,1000000,2981038,2981038
Junebug,1000000,2678010,2678010
Frozen River,1000000,2511476,2511476
Sidewalks of New York,1000000,2402459,2402459
Two Girls and a Guy,1000000,2057193,2057193
The Broken Hearts Club: A Romantic Comedy,1000000,1744858,1744858
Who Killed the Electric Car?,1000000,1678874,1678874
The Secrets of Jonathan Sperry,1000000,1355079,1355079
Walking and Talking,1000000,1287480,1287480
Bubba Ho-Tep,1000000,1239183,1239183
No Man's Land,1000000,1067481,1067481
Slam,1000000,1009819,1009819
Visages villages,1000000,952432,952432
Brigham City,1000000,852206,852206
Patti Cake$,1000000,800148,800148
Panic,1000000,779137,779137
Palo Alto,1000000,767732,767732
Fiza,1000000,623791,623791
Ajami,1000000,621859,621859
Orgazmo,1000000,582024,582024
The Future,1000000,568662,568662
All the Real Girls,1000000,549666,549666
23 Blast,1000000,549185,549185
Dream With The Fishes,1000000,542909,542909
The Act of Killing,1000000,486919,486919
Blue Car,1000000,464126,464126
Wristcutters: A Love Story,1000000,446165,446165
Luminarias,1000000,428535,428535
I Origins,1000000,336472,336472
Antarctica: A Year on Ice,1000000,288757,288757
The Battle of Shaker Heights,1000000,280351,280351
Taxi to the Dark Side,1000000,274661,274661
The Invitation,1000000,231738,231738
Guiana 1838,1000000,227241,227241
Love Liza,1000000,213137,213137
Once in a Lifetime: the Extraordinary Story of …,1000000,144601,144601
Lisa Picard is Famous,1000000,113433,113433
Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531
The House of the Devil,1000000,101215,101215
Hardflip,1000000,96734,96734
Creative Control,1000000,63014,63014
Chocolate: Deep Dark Secrets,1000000,49000,49000
The Perfect Host,1000000,48764,48764
The Land,1000000,43756,43756
The Last Big Thing,1000000,22434,22434
Safe Men,1000000,21210,21210
Speedway Junky,1000000,17127,17127
Hits,1000000,15156,15156
The Specials,1000000,12996,12996
16 to Life,1000000,11574,11574
Alone with Her,1000000,10787,10787
Camp X-Ray,1000000,9837,9837
Special,1000000,7202,7202
The Sisterhood of Night,1000000,6870,6870
Sparkler,1000000,5494,5494
The Helixâ¦Loaded,1000000,3700,3700
Childless,1000000,1036,1036
In Her Line of Fire,1000000,884,884
The Jimmy Show,1000000,703,703
Heli,1000000,0,0
American Hero,1000000,0,0
Karachi se Lahore,1000000,0,0
Loving Annabelle,1000000,0,0
Frat Party,1000000,0,0
Jimmy and Judy,1000000,0,0
The Party's Over,1000000,0,0
The Poker House,1000000,0,0
Proud,1000000,0,0
Steppin: The Movie,1000000,0,0
Zombies of Mass Destruction,1000000,0,0
Snow White: A Deadly Summer,1000000,0,0
Truth or Die,1000000,0,0
Black Rock,1000000,0,0
Hidden Away,1000000,0,0
My Last Day Without You,1000000,0,0
Zombie Hunter,1000000,0,0
Doc Holliday's Revenge,1000000,0,0
A Fine Step,1000000,0,0
Fear Clinic,1000000,0,0
The Pet,1000000,0,0
Bang Bang Baby,1000000,0,0
Hush,1000000,0,0
1982,1000000,0,0
The Horror Network,1000000,0,0
Chemical Cut,1000000,0,0
Por amor en el caserio,1000000,0,0
Cam,1000000,0,0
Alien Psychosis,1000000,0,0
And Then Came Love,989000,8158,8158
Hard Candy,950000,1024640,1024640
Charly,950000,814666,814666
Banshee Chapter,950000,0,0
Trance,950000,0,0
Jesse,950000,0,0
Ask Me Anything,950000,0,0
L!fe Happens,930000,30905,30905
Lowriders,916000,6179955,6179955
Food Chains,913000,0,0
On the Waterfront,910000,9600000,9600000
Fruitvale Station,900000,16098998,16098998
Meet the Blacks,900000,9097072,9097072
"4 luni, 3 saptamani si 2 zile",900000,1196321,1196321
The Miseducation of Cameron Post,900000,905111,905111
Circumstance,900000,454121,454121
The Quiet,900000,381420,381420
The Giant Mechanical Man,900000,7396,7396
The Brass Teapot,900000,6997,6997
40 Weeks,900000,0,0
Le bonheur d'Elza,900000,0,0
Bambi,858000,102797000,102797000
"For a Good Time, Call",850000,1251749,1251749
Latter Days,850000,833118,833118
The Hammer,850000,442638,442638
Windsor Drive,850000,3256,3256
Snitch,850000,0,0
Harrison Montgomery,850000,0,0
Celeste and Jesse Forever,840000,3103407,3103407
Time Changer,825000,1500711,1500711
London to Brighton,825000,0,0
Crying With Laughter,820000,0,0
Billy Jack,800000,98000000,98000000
Jodaeiye Nader az Simin,800000,7098492,7098492
Welcome to the Dollhouse,800000,4198137,4198137
Raising Victor Vargas,800000,2073984,2073984
Ruby in Paradise,800000,1001437,1001437
Pandora's Box,800000,881950,881950
Cama adentro,800000,200433,200433
Deterrence,800000,144583,144583
The Mudge Boy,800000,62544,62544
The Young Unknowns,800000,58163,58163
DÃ¸d snÃ¸,800000,46742,46742
Not Cool,800000,35688,35688
Kill List,800000,29063,29063
Vessel,800000,0,0
Saints and Soldiers,780000,1310470,1310470
American Graffiti,777000,115000000,115000000
Iraq for Sale: The War Profiteers,775000,0,0
Kevin Hart: Laugh at My Pain,750000,7706436,7706436
Aqua Teen Hunger Force Colon Movie Film for The…,750000,5520368,5520368
Safety Not Guaranteed,750000,4010957,4010957
Best of Enemies,750000,892802,892802
The Innkeepers,750000,78396,78396
Il conformista,750000,59656,59656
Interview with the Assassin,750000,47329,47329
Undead,750000,41196,41196
Donkey Punch,750000,19367,19367
All the Boys Love Mandy Lane,750000,0,0
Destiny,750000,0,0
Bled,750000,0,0
Adulterers,750000,0,0
La mariÃ©e Ã©tait en noir ,747000,44566,44566
High Noon,730000,8000000,8000000
Hoop Dreams,700000,7768371,7768371
Rize,700000,3278611,3278611
Half Nelson,700000,2697938,2697938
L.I.E.,700000,1140965,1140965
Columbus,700000,1017107,1017107
Naturally Native,700000,10508,10508
B-Girl,700000,0,0
Walter,700000,0,0
King Kong,672000,10000000,10000000
House of Wax,658000,23800000,23800000
Hav Plenty,650000,2301777,2301777
Escape from Tomorrow,650000,171962,171962
That Way Madness Lies,650000,1447,1447
After,650000,0,0
The Hadza: Last of the First,650000,0,0
Starsuckers,640000,0,0
